pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,pKd
4tjw,7.978508135399999,-11.2209520247,0.1757075295,3.0,22.0,3.0,10.0,0.029486297999999998,-3.2071410156,3.0,-74.3059917379,4.8788,1.0577,9.2681,36.2274,145.1418,304.7436,50.8824,154.7934,0.0,706.9932,6.016373712875465
4qms,6.7629024933,-13.708084586500002,0.053266043799999996,7.5,33.0,7.5,8.0,0.0113837648,-2.4673503365,10.0,-59.7434646504,17.359,10.4798,54.7188,15.0896,184.8169,229.9638,249.208,164.6914,57.082,983.4093,5.130768280269023
3efr,4.8703809349,-20.7851335119,-0.7255903127,5.0,16.0,5.0,4.0,-0.1420696781,-4.0860894175,5.0,-108.463425449,4.1754,45.61600000000001,9.7067,55.0042,117.57,39.0297,175.174,205.5073,0.0,651.7833,5.080921907623925
1h4n,2.3400678168,-9.0777749286,-0.310339619,5.0,8.0,4.0,0.0,-0.0732169718,-5.3768337752,4.0,-49.759514171099994,32.7725,0.0,91.9109,4.5262,17.7439,15.9837,42.09,101.9923,0.0,307.0195,4.920818753952375
3vzv,6.050881745599999,-0.7094902072,0.0217919879,5.0,38.0,5.0,18.0,0.00293396,-0.0,4.0,-21.9458594322,0.0,0.0,5.0661,9.6387,71.3452,182.9782,327.8806,121.695,130.107,848.7108,8.036212172654443
1x11,4.9278938858,-41.8388637269,-0.9723216789,47.5,107.0,38.5,38.0,-0.18031384670000003,-12.109399122100001,28.0,-189.467919258,113.9512,63.7913,105.012,185.1854,468.7674,375.0393,506.2275,298.5199,0.0,2116.494,6.494850021680094
4nrc,3.2254562608999997,-2.5309659241999998,-0.034180634,1.0,13.0,1.0,0.0,-0.0105842607,-1.204243882,1.0,-39.1523539133,0.0,0.0,0.0,15.5491,141.2602,80.5676,65.9427,173.4309,0.0,476.7505,3.617982957425132
4az0,6.1671179059000005,-26.7812308894,-0.9595662878,6.5,28.0,5.5,14.0,-0.1977122295,-1.7996030452,6.0,-75.1317181054,0.0,57.275,17.0792,23.9358,121.0216,310.7683,128.9089,129.1847,0.0,788.1735,7.420216403383191
2yhd,1.5947759627000002,-4.5565572384,-0.14797427259999998,2.0,21.0,2.0,12.0,-0.0234863498,-2.3189579746,2.0,-20.8548223968,34.2313,0.0,55.4219,14.3732,33.4338,217.0102,116.6568,32.5277,0.0,503.6549,4.638272163982408
3t07,7.802463200499999,-18.9961000576,-0.1639863593,2.0,27.0,2.0,12.0,-0.0335718373,-1.2329306759,2.0,-72.66613547979999,0.0,0.0,27.4002,75.7773,27.6354,215.4451,165.0921,123.7198,63.5632,698.6331,7.795880017344076
4uu8,3.1816449032,-15.534144615999999,-0.17566352010000003,31.0,69.0,25.0,27.0,-0.0348554448,-4.1266294098000005,18.0,-55.3159869822,59.7365,39.3274,53.3218,37.735,78.762,135.0329,281.1685,150.4543,0.0,835.5384,6.5376020021010435
4my6,6.9939298386,2.3596666696,-0.0371659383,6.0,48.0,5.0,20.0,-0.0110536943,-2.2368877785,6.0,-71.3343890311,35.2218,1.9519,5.0046,34.6801,314.1279,173.2486,308.1914,105.8395,45.3348,1023.6006,5.619788758288393
2wmx,4.548400829599999,-12.2085596352,0.0100634828,3.5,23.0,3.5,8.0,-0.0014523102,-2.8376894375,6.0,-42.7533423844,37.821999999999996,9.2269,4.5353,28.5369,112.8283,166.5381,118.9009,115.3319,0.0,593.7203,6.0655015487564325
1sps,3.4119534283,-17.625691351,-0.2469587481,22.5,57.0,18.5,19.0,-0.0435546362,-2.6692948033,12.0,-40.1667265739,89.0616,7.4755,65.064,20.1266,72.6532,133.875,297.0965,124.6023,0.0,809.9547,8.522878745280337
2g0g,7.6872539262,-9.5198713563,-0.0182785708,4.0,28.0,4.0,13.0,-0.0031246674,-0.2451616976,6.0,-52.1954784705,2.0804,2.6977,61.7928,13.8413,75.3718,473.6239,173.956,115.5198,37.4217,956.3054,6.29073003902417
4o7f,6.3162877672,-4.5365402963,0.0186599856,6.0,33.0,6.0,13.0,0.0043202561,-0.6934781205,8.0,-29.1938775417,0.6196,0.0,5.3662,10.8051,132.3745,272.7058,223.8433,164.5715,0.0,810.2860000000001,4.886056647693163
5t2i,5.9771733355,-16.8781843571,-0.17940431910000001,5.5,30.0,5.5,10.0,-0.0388896398,-1.8598885883,6.0,-61.7418068111,22.2842,13.1179,38.429,59.1487,120.0295,275.9967,158.8884,114.0464,0.0,801.9408,8.698970004336019
1dx6,7.768634641699999,-8.751122492,0.1018524214,1.5,21.0,1.5,9.0,0.0085378236,-2.3678230784,2.0,-65.829333869,0.5937,8.7574,49.7884,3.2921,70.0919,181.6333,107.4332,233.9389,0.0,655.5289,6.1857524042680785
4wmu,7.0058417162,-5.2157960457,-0.1425317768,6.0,26.0,6.0,15.0,-0.023310312200000002,-1.5669913615,10.0,-25.5081856454,12.8493,31.4846,0.0,7.6327,36.2317,194.0606,327.9966,119.6556,113.6154,843.5265,6.7447274948966935
2v16,6.077404744,-9.7053269679,-0.19421348219999998,13.0,35.0,13.0,18.0,-0.0571462059,-5.587132693099999,16.0,-90.4640502828,29.0085,23.7207,49.1387,17.3225,162.6871,202.7099,464.0311,191.3092,0.0,1139.9277,8.221848749616356
3sd5,6.4386632388,-25.165301075100004,0.0837425533,3.5,29.0,3.5,7.0,-0.015850718899999998,-2.4509715048,4.0,-72.1279225225,0.0,36.5167,73.5415,6.4554,66.7456,131.852,161.2492,338.4361,0.0,814.7965,6.581698708680254
4ht6,4.6379672935,-18.5683360245,-0.8722663079999999,45.5,90.0,36.5,25.0,-0.1987904598,-16.023529144,28.0,-234.84183804,73.4157,120.8443,97.2393,113.8261,699.7394,150.7856,520.1423,211.7496,0.0,1987.7423,6.2076083105017466
1oiy,5.2307519068,-16.3536289836,0.032640305,6.0,27.0,6.0,11.0,-0.0051197602,-3.2184440965,6.0,-46.9689147916,28.0195,8.9867,0.0,84.8637,151.1976,177.0019,325.0833,94.1577,0.0,869.3104,7.1938200260161125
3og7,7.5209937478999995,-14.1346897054,-0.1420476734,7.0,33.0,7.0,17.0,-0.0367845235,-3.5534363144,10.0,-62.4012069862,12.6614,0.0,35.2344,40.7733,103.2054,343.6999,202.2563,143.424,18.5446,899.7993,7.508638306165728
5fiv,5.0416068405,-12.3197273796,-0.46729914409999995,12.5,33.0,10.5,17.0,-0.1159060898,-4.7745431315,12.0,-68.79561877329999,10.6102,29.1053,24.699,52.7605,160.4335,186.136,346.5024,123.9059,0.0,934.1528,7.657577319177793
2fda,0.063593583,-27.0892380102,-0.3089753276,10.5,26.0,8.5,5.0,-0.0635642434,-11.049227345899999,8.0,-153.852380776,93.2156,8.1341,41.3655,26.3815,194.0059,80.7889,128.7552,157.8526,0.0,730.4993,6.29929628285498
3llm,3.7065890263999997,-32.3180975128,-1.1324645506,7.0,27.0,7.0,0.0,-0.2316434769,-12.5116963824,10.0,-137.98694806700001,39.6992,137.7114,64.7429,13.4961,91.1066,22.2384,42.5023,122.9169,0.0,534.4138,4.7447274948966935
2xnp,8.0477422565,-15.729362979500001,0.18032851649999998,7.0,39.0,7.0,19.0,0.0071735322,-2.1535339749,8.0,-79.6181096904,7.575,7.1129999999999995,32.3947,43.7848,212.5511,370.7465,186.1708,198.0286,0.0,1058.3645,6.443697499232713
2jqk,0.9263098512000001,-5.891780429700001,-0.38076932880000003,59.0,113.0,48.0,31.0,-0.0683832727,-0.7101943576,32.0,-25.4523890611,40.2989,31.4694,17.7364,54.2763,45.2466,0.0,530.3879,87.4637,0.0,806.8792,3.39577394691553
3jzr,4.5871657761,-0.940187482,-0.4063241204,46.0,109.0,36.0,37.0,-0.08288437,-11.734629741500001,28.0,-213.857319942,26.0263,66.5597,69.6129,96.2731,742.3636,331.5643,553.4673,232.9388,0.0,2118.806,7.443697499232713
5dhg,5.5413262426,-7.645855750599999,0.5724742752,8.0,32.0,8.0,18.0,0.10681814869999999,-1.2162657831,8.0,-31.4787208964,7.3467,34.8799,23.4523,18.5928,38.7892,243.7059,259.7526,177.1599,103.6321,907.3114,9.142667503568733
4edz,5.5322383015,-8.9741988057,0.19590050920000002,5.0,28.0,5.0,14.0,0.0296916752,-0.6053492970000001,8.0,-42.7718483371,33.1877,3.3059,20.4266,11.1583,124.3625,323.4372,145.6011,204.4136,0.0,865.8929,8.083019952679617
3dej,0.6760797377,-6.0259944299,-0.0554225044,5.0,28.0,4.0,12.0,-0.0145597765,-0.9051853392,6.0,-25.1791273616,0.0,0.0,2.656,4.6802,63.3118,166.9492,97.0542,54.3286,0.6236,389.6036,8.0
4uub,2.7878267873,-14.1732052653,-0.2164895735,31.0,69.0,25.0,27.0,-0.0359850194,-2.6978715737,18.0,-48.0986287547,60.4221,25.7914,49.6433,28.5428,80.5131,138.3266,294.1748,133.2244,0.0,810.6385,4.764471553092451
1yrs,6.7625797577,-7.7718473279,-0.1377567569,2.5,22.0,2.5,13.0,-0.0321708714,-1.1695204654,4.0,-33.9545943867,13.8807,5.9259,32.4481,3.7951,70.1036,297.6117,212.4729,77.7468,46.5771,760.5619,6.346787486224656
5c6p,1.7129778762,-10.7326090525,0.2596261204,14.0,33.0,12.5,15.0,0.062082593600000006,-0.8751855982,14.0,-29.878832508400002,0.7669,34.3042,53.6022,43.2177,27.3438,63.3592,207.0049,229.2095,0.0,658.8084,3.6989700043360183
2zas,6.5886912834,4.1072579389,-0.161221102,2.5,16.0,2.5,14.0,-0.0463859076,-2.1757733917,4.0,-11.793661016700002,0.0,0.0,27.6277,0.0,0.0,252.047,83.6808,0.0,0.0,363.3555,7.856985199745905
5orx,3.8196125005000003,-4.8620484885,-0.09025594449999999,2.5,16.0,2.5,7.0,-0.021711304,-0.7120060779,4.0,-23.499728657600002,10.0509,10.6162,39.5779,0.0,62.2456,217.1484,95.62200000000001,17.585,106.8227,559.6687,3.511449283499556
4cxx,4.1491548877,-17.5358608307,-0.48791021310000005,8.0,28.0,8.0,16.0,-0.1018890959,-7.549885918999999,10.0,-88.5852523223,35.4877,48.8419,18.4996,38.5125,116.9382,232.956,375.8177,88.2457,0.0,955.2993,5.675717544702308
5bpa,8.4451544734,-20.217258219,-0.2019811413,8.0,33.0,8.0,14.0,-0.0485643729,-4.7768829645999995,8.0,-105.021839025,8.207,50.8987,20.1085,47.4172,197.9899,334.1072,189.8882,213.7284,0.0,1062.3451,9.0
2o9r,3.9931709043,-25.5198261317,-0.9810502098999999,8.0,23.0,8.0,0.0,-0.2266924194,-7.374361762,6.0,-73.6587308223,0.3872,31.1156,173.4757,24.3051,105.3937,122.9952,26.631999999999998,211.1419,0.0,695.4464,1.6777807052660807
1rwq,3.2221702257,-11.2207759871,0.0174057177,6.0,27.0,6.0,11.0,-0.0023324982,-4.6379379539,4.0,-72.2358335713,57.6559,15.8283,72.2116,5.6374,159.5598,199.0239,24.5241,136.68200000000002,106.1772,777.3002,10.0
3lm1,5.563191579500001,-14.96906392,-0.6445690073,6.5,24.0,6.5,5.0,-0.164228411,-7.6517603451,6.0,-79.3652390129,17.2446,14.9446,80.0474,10.4452,152.4089,176.7907,31.9456,120.6255,0.0,604.4525,4.698970004336019
4zud,5.797438945900001,-9.2638760114,-0.2699096502,8.5,33.0,8.5,17.0,-0.0481389487,-2.8862611452999998,8.0,-32.4302628036,49.2128,22.4151,86.0655,4.0878,83.4918,266.4319,344.4416,63.7416,0.0,919.8881,8.161150909262744
5i0b,4.2205234647,-8.2770605701,-0.07109718570000001,2.0,19.0,2.0,6.0,-0.0112003923,-0.9755930443,2.0,-39.0251520775,0.0,0.0,4.2089,14.4887,50.2672,139.3861,170.7446,43.4891,40.3808,462.9654,5.060480747381382
5al3,8.7184161729,-13.0067361183,-0.060967688799999996,1.0,20.0,1.0,9.0,-0.0156673464,-2.3766322933,1.0,-64.6499406282,0.0,5.3782,6.1873,18.261,80.6459,262.0837,85.561,99.1232,109.9333,667.1736,4.9586073148417755
3fum,5.9116580087,-13.6190242307,0.39406016759999996,6.5,22.0,6.5,10.0,0.0752340693,-1.2753410676999999,8.0,-60.107356374300004,0.1022,9.9576,41.283,5.8691,88.2821,314.85200000000003,167.5378,150.4603,0.0,778.3441,3.769551078621726
4avt,2.202083678,-7.7043442432,-0.4975776113,7.0,24.0,7.0,8.0,-0.0967986753,-2.2724693784,8.0,-35.9203842612,0.0,49.325,59.4828,0.0,16.6312,17.682000000000002,91.7192,43.2239,0.0,278.0641,8.05551732784983
4hhz,7.7924510620000005,-19.2469536376,0.17602293019999998,5.5,35.0,5.5,17.0,0.0220047,-2.7342526777,6.0,-59.301287538800004,28.5501,1.1839,53.8626,12.6,125.7957,290.6039,230.954,195.0838,33.0671,971.7011,7.721246399047171
1y8p,5.7855270683,-60.2018592259,-1.9094651774,9.0,31.0,9.0,0.0,-0.4130355539,-11.6719310163,14.0,-159.231099621,27.6447,166.2612,108.9519,26.7099,161.5943,49.4365,151.5201,192.445,0.0,884.5636,6.075720713938117
4azt,6.7274895961,-4.3069725961000005,-0.0645324502,2.0,23.0,2.0,12.0,-0.0092639787,-0.73349,2.0,-24.895178712800003,1.8659,1.5983,0.0441,15.5563,108.041,313.6201,100.794,100.7955,0.0,642.3152,4.167491087293763
4ya8,5.3772225249000005,-13.4949837368,-0.16469050970000002,15.5,45.0,14.5,24.0,-0.0524885444,-4.5596232266,12.0,-61.2578501091,9.0648,27.4075,53.6018,22.6674,108.6573,274.0395,477.8637,202.9855,0.0,1176.2875,6.096910013008057
4wm9,0.0046796662,-16.2310187952,-0.42601832689999997,4.0,17.0,4.0,2.0,-0.0818794887,-8.110954424700001,6.0,-96.3806446792,27.6337,90.1901,29.186,35.6869,105.9401,17.2914,85.8856,103.5272,0.0,495.341,6.920818753952375
3hy7,4.9110749601,-9.8301816357,-0.3709845722,9.0,23.0,7.0,9.0,-0.0957864591,-10.1319760962,8.0,-95.74259639799999,0.0,9.2703,58.1066,48.3748,186.3645,25.9954,289.0465,121.6229,0.0,738.7810000000001,6.9746941347352305
5vp1,8.0892504556,-7.486681085700001,0.0198188998,7.5,35.0,6.5,14.0,0.00024205169999999999,-1.702283592,8.0,-51.8440487417,0.0,1.2388,6.4485,4.6462,220.2327,319.039,245.7588,160.2496,50.3644,1007.9780000000001,9.292429823902065
4iwd,8.3288449641,-15.9046817593,-0.0421096609,7.0,39.0,7.0,17.0,-0.0056845475,-2.8674544617,10.0,-127.38929383899999,43.0533,3.7659,27.31,7.1636,225.6821,407.9922,135.1715,208.6153,0.0,1058.7539,9.0
4j0t,6.6481699875,-20.1113789375,-0.4840447208,5.0,29.0,5.0,11.0,-0.1311773516,-4.8290634432,8.0,-99.3981051808,19.747,15.1478,65.8198,22.1224,212.5702,223.3734,69.8381,114.8834,114.5153,858.0174,6.735182176990462
1fj4,3.9491761741,1.0911103844,-0.1024172087,2.5,14.0,2.5,8.0,-0.019532838700000003,-1.4409044305,4.0,-34.5255723423,0.0,0.0448,33.6515,7.9994,96.5787,41.7291,294.4492,57.8013,0.0,532.254,4.585026652029182
2zv2,8.3810841219,-13.073080288800002,-0.42325306960000003,1.0,24.0,1.0,14.0,-0.0810066356,-1.8026396938,1.0,-34.2418657452,3.4487,39.6811,0.0,8.0167,74.6242,299.9266,160.0762,64.5464,0.0,650.3199,6.301029995663981
2gmx,4.4233994638,-16.1985838674,-0.1104782638,7.5,27.0,7.5,8.0,-0.0208164462,-1.0823305091,8.0,-38.0694586169,6.0741,0.0,38.0251,16.7904,79.7519,57.4494,286.9326,189.5207,35.9971,710.5413,7.113509274827518
2zgm,4.2771342229,-18.021409205999998,-0.47570493950000003,8.0,23.0,8.0,0.0,-0.1226248582,-9.5252771776,6.0,-78.943988371,39.0333,21.6946,123.5131,10.8906,97.3028,24.6071,16.0917,135.6102,0.0,468.7434,1.7851561519523018
2er6,6.0013124914,-45.8363548873,-0.656913644,29.5,65.0,23.5,23.0,-0.0969967176,-9.599594384400001,16.0,-168.70465841799998,86.3231,172.5721,81.9773,45.961000000000006,679.6674,262.1702,393.9272,245.8619,0.0,1968.4602,7.221848749616356
3c5u,5.3403059732,-3.5309548458999998,-0.055979956799999994,3.0,25.0,3.0,12.0,-0.0088385545,-0.0,4.0,-21.2402347173,0.3652,0.6088,13.259,1.1832,83.8263,317.4905,348.6265,39.0373,32.5552,836.952,8.193820026016112
1jut,4.8036406798,-18.8549032326,-0.1002900877,7.5,29.0,6.5,13.0,-0.0179998446,-2.1919761858,8.0,-36.8221221974,37.3857,71.8268,95.1396,74.24600000000001,124.5085,274.9007,247.7963,91.7682,0.0,1017.5718,7.3214816209598865
5m6f,6.3048013138,-6.242439994,0.5538436292,6.0,31.0,6.0,13.0,0.1119232391,-3.6746748764999997,8.0,-63.492742794799994,42.4246,9.6902,9.5082,9.6765,148.7314,226.4675,204.88400000000001,155.1352,0.0,806.5176,6.657577319177793
2f4b,7.1818133021,-14.751276069200001,-0.25747699469999996,12.0,39.0,12.0,24.0,-0.049972673700000005,-0.3231316846,16.0,-54.2451869359,2.5159,69.1218,42.4889,6.4418,75.0466,459.2061,338.9803,209.8225,0.0,1203.6239,7.301029995663981
1kz8,4.0564930960000005,-0.6389724786,-0.0866838482,8.5,30.0,8.5,10.0,-0.013818951599999999,-2.0456596006,10.0,-67.7800945334,5.4278,0.0,29.0822,2.7753,324.1502,166.8812,262.5151,151.6186,0.0,942.4504,6.080921907623925
4cgj,5.563925069500001,-17.6177183147,-0.4020111992,9.5,31.0,9.5,17.0,-0.0871092724,-4.1730519918999995,14.0,-59.5906860183,17.8433,30.2765,15.1735,23.8648,104.6043,211.7725,209.5396,171.4888,0.0,784.5633,2.835647144215563
5l6o,2.4007201049,-4.8406892597,-0.032713654,3.0,20.0,3.0,11.0,-0.0049437226,-1.4504544703,4.0,-31.3287001867,0.3746,0.0,26.2642,5.4945,108.9489,322.6899,200.3794,51.4586,0.0,715.6101,8.221848749616356
4y8c,7.096295702999999,-6.4742521736,0.023207623599999998,4.0,25.0,4.0,12.0,0.0029119553000000005,-2.1093412024,6.0,-20.447478725299998,1.6074,2.3384,34.3508,48.6234,115.2897,268.5062,280.3648,90.2806,65.5897,906.951,7.9586073148417755
3uvu,4.9027278439,-55.5376990045,-0.8176139681,83.0,147.0,70.0,35.0,-0.1942868312,-27.3440157617,42.0,-360.63344396199994,558.9623,101.5279,77.6813,178.9077,772.5204,227.5212,580.9672,539.3193,0.0,3037.4073,7.376750709602098
2bgn,3.6579072951,-17.0609407255,0.0023618378,17.5,51.0,14.5,16.0,-0.0084498048,-2.9343634195,12.0,-54.7145031775,77.308,19.0282,64.7275,25.4559,59.7928,174.1047,156.3006,153.3014,0.0,730.0191,5.698970004336019
5khj,8.2193642467,-34.2590367461,-0.5740659485,1.5,20.0,1.5,1.0,-0.1316394503,-6.716582599800001,2.0,-111.121475851,12.8754,65.9386,40.7097,31.8444,93.6733,83.4108,111.7957,140.5437,0.0,580.7916,3.7356544929499074
5lp6,6.3723190683,-11.9866642404,-0.1094807174,5.0,29.0,5.0,11.0,-0.012381311200000002,-0.8381443531999999,2.0,-73.0297191379,1.6444,0.3518,7.4287,34.2371,140.8295,113.4467,379.227,317.1863,0.0,994.3515,4.764471553092451
5oq7,6.178156930399999,-12.058854326199999,0.0837425533,6.0,30.0,6.0,12.0,0.0126380327,-0.7322577368000001,6.0,-40.077064756300004,3.1738,1.2655,0.0,10.2054,124.3897,322.1474,171.5367,162.7834,0.0,795.5019,6.492144128304169
4exz,0.3110437694,17.3552609229,0.017728453300000002,4.0,20.0,4.0,20.0,0.0034253983,-0.0,6.0,-0.0,25.9225,0.0,17.8779,15.8629,67.3479,64.6386,673.6169,40.4097,0.0,905.6764,7.5376020021010435
1hqf,2.9540429562,-26.4069676169,-0.6219115011999999,6.0,13.0,6.0,2.0,-0.1148425293,-9.2377270929,8.0,-97.1599117901,58.8774,64.2811,105.2677,8.2078,38.7077,32.4912,46.4503,86.0163,0.0,440.2995,5.0
2llq,2.2474206949,-14.3164265227,-0.24136221940000002,76.5,154.0,62.5,41.0,-0.030909268599999998,-6.278461687899999,42.0,-85.6397838642,88.9086,123.101,0.0,38.5414,43.898,181.9928,691.0939,271.5388,0.0,1439.0745,5.823908740944319
4alu,3.5952599142,-9.3448019631,-0.1322409121,1.0,22.0,1.0,11.0,-0.027190474300000003,-1.6080888062,1.0,-35.2194392125,2.3895,7.5303,10.3207,5.3115,95.6454,251.1493,115.9493,36.0563,92.7295,617.0818,7.769551078621726
3od0,5.6570122854,-34.2690048752,-0.569554985,2.0,23.0,2.0,0.0,-0.1351968768,-5.8283042051,4.0,-91.06262213219999,4.9516,70.5194,85.7584,22.4808,50.3125,36.2741,119.8906,142.25799999999998,0.0,532.4454,7.920818753952375
4kab,2.8223888361,-6.9789152983000005,-0.1753481194,0.0,9.0,0.0,1.0,-0.0276012287,-1.1972977317,0.0,-22.7996051177,5.5904,0.0,0.6139,40.6044,59.4603,66.6234,155.8871,8.2513,0.0,337.0308,4.031517051446064
1y2a,3.4259557524,-33.9824009926,-0.5104430259,39.5,80.0,31.5,23.0,-0.10447831560000001,-8.1509516344,24.0,-147.597720839,196.2958,39.044000000000004,21.8876,118.3768,172.5551,211.8295,213.5998,246.2863,0.0,1219.8749,7.339134521996131
2evo,2.9304392480000003,-10.8921357926,0.022606161800000003,3.0,16.0,3.0,4.0,0.012029236,-2.1119964362,4.0,-74.1739341983,0.0,0.0,7.4915,17.2317,149.34799999999998,180.7609,78.3323,68.7193,0.0,501.8837,7.173925197299173
4a9t,5.840076719600001,-12.337081753,-0.2833398521,5.0,26.0,5.0,12.0,-0.055979956799999994,-2.1900911165,6.0,-34.0280607451,27.9714,22.9117,11.6997,36.3818,90.8841,223.3218,214.4866,105.7004,0.0,733.3575,7.154901959985742
5u2c,3.4057774425,-5.2997513111000005,0.10297466109999999,3.5,26.0,3.5,8.0,0.020170975,-0.0025598801,6.0,-28.722265476399997,0.1487,0.0,3.234,19.1677,89.3659,186.118,160.8547,121.7664,0.0,580.6554,6.628932137728263
1guw,2.1815092835,-48.081208367200006,-0.8181420809000001,66.0,128.0,56.0,23.0,-0.1403679813,-4.0333808261,40.0,-131.907232829,54.5713,66.7256,51.4584,80.4643,151.0687,81.4988,497.2585,374.1637,0.0,1357.2093,5.721246399047171
2q6b,6.928319158099999,-23.602446597199997,-0.5323963815999999,11.0,38.0,11.0,21.0,-0.1502774312,-7.4023884149,14.0,-66.916072653,53.8428,93.2459,46.006,13.8708,72.223,236.7892,345.6037,193.6407,0.1928,1055.4149,9.522878745280336
3i06,1.1221223416,-18.693227366800002,-0.20080022239999998,4.0,22.0,4.0,6.0,-0.0351048314,-3.644125018,4.0,-131.484962636,0.0,0.2882,64.5779,6.8733,148.8419,139.2264,81.5253,141.1843,53.0568,635.5741,9.69897000433602
5ur5,6.7874670734,2.4632427925,-0.0185132876,5.0,23.0,5.0,15.0,-0.0111197084,-0.8674179391,8.0,-24.413994603000003,4.6596,14.6421,20.2456,1.6553,122.4139,171.5923,352.4895,66.6392,0.0,754.3375,7.142667503568732
4nus,7.1929183407,-8.888769225399999,-0.0043789353,3.5,28.0,3.5,13.0,-0.021153851600000002,-2.2905425719999997,4.0,-37.9147802457,25.197,0.0,2.4546,0.0,46.3258,303.9387,0.0,95.0083,46.2887,519.2131,8.301029995663981
4ode,6.928685903099999,0.5339000361,-0.13871762880000002,11.0,45.0,10.0,24.0,-0.0222760913,-0.0,8.0,-44.8222242784,0.7218,12.9025,0.3162,4.8866,181.6643,285.8354,431.5868,142.862,92.8773,1153.6529,10.0
1vjc,4.3835856266,-37.5023974979,-1.3699979522,9.5,31.0,9.5,0.0,-0.2762543387,-7.9262469729,14.0,-137.33670918200002,8.297,134.1699,92.3703,11.9626,271.9469,61.6179,61.6634,200.3068,0.0,842.3348,3.5800442515102415
2i0j,5.9219268687,-0.2283060974,-0.202516589,2.0,21.0,2.0,14.0,-0.052517884,-2.2127779622,4.0,-23.0511188387,10.3495,7.6770000000000005,58.685,1.1148,23.9931,278.38599999999997,249.9695,78.0562,0.0,708.2311,8.57186520597121
5c13,3.1569336250999998,-14.8671308147,-0.0617011788,26.5,52.0,21.5,15.0,-0.0154472994,-9.3475305459,14.0,-88.292171723,122.6611,29.5503,20.2016,66.1015,229.3996,82.1684,327.1766,108.242,0.0,985.5011,6.102372908709557
2qfu,3.2875608592,-33.473036197,-1.4023081866999998,4.0,10.0,4.0,0.0,-0.2915182656,-9.4736761561,4.0,-98.48193949629999,8.1333,143.4494,0.0,0.0,0.0,0.0,0.0,102.8766,0.0,254.4593,4.180456064458132
4i80,5.3580124218,-42.394885821399996,-0.215426013,17.0,81.0,15.0,30.0,-0.045733101500000005,-4.8880727137,16.0,-91.7612273478,148.9266,76.922,95.8842,31.7369,157.8037,281.5119,415.7133,271.3393,0.0,1479.8379,7.623423042943487
4l2x,5.4037308535,-33.7348847921,-1.7129412016999999,5.0,28.0,4.0,11.0,-0.3245033109,-8.3696636826,6.0,-112.50323898299999,31.6028,162.0535,26.1741,25.1101,111.2861,179.5297,228.4277,83.9539,0.0,848.1379,7.4089353929735005
5ngt,7.1325594486,-9.2913305421,-0.2506041934,0.5,16.0,0.5,7.0,-0.0756154841,-2.6498353136,1.0,-40.0091289125,0.0,9.9713,18.1338,17.0493,87.1934,297.0333,87.6766,33.424,0.0,550.4817,5.886056647693162
2lbm,1.976388805,-34.6190042985,0.132614992,60.5,112.0,50.5,21.0,0.010327539200000001,-4.1301795014,36.0,-128.989138218,84.3104,28.7073,50.5859,97.7485,152.5108,2.6179,331.3081,381.0405,0.0,1128.8294,6.568636235841013
1xoq,7.3612616306,-12.760481520599999,-0.0616718392,7.0,26.0,7.0,11.0,-0.0122786226,-1.7542806981,6.0,-67.334528698,0.0,0.0,3.2312,21.1337,123.2536,348.3011,177.8702,119.1321,28.238000000000003,821.1599,9.167491087293763
1b2m,4.1580667912000004,-33.9086118986,-0.3185767117,5.5,23.0,5.5,0.0,-0.09747348609999999,-7.7290481864,4.0,-107.249756221,0.0,74.2788,70.874,34.598,130.3894,146.8455,23.9699,73.9584,0.0,554.914,3.7328282715969854
