,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
1eld,6.698970004336019,0.294496235,-22.3996770301,-0.2690808065,9.0,33.0,8.0,19.0,-0.0520924598,-3.1471268638,8.0,-74.9809712406,0.0,0.2179,15.9281,53.6673,131.5528,158.0492,187.4283,180.3682,5.2873,732.4991,6.404473769336018
1pdz,3.6989700043360183,1.5205907841,-25.240960568600002,-1.3664038512,3.0,9.0,3.0,0.0,-0.2724255209,-4.638708118399999,4.0,-74.12635270199999,17.2081,120.0202,7.1804,5.8916,52.2415,4.2914,0.0,82.0747,0.0,288.9079,2.1783792202360184
1hvr,9.508638306165727,10.2014816086,-20.0678389711,-0.4158374857,9.0,46.0,9.0,34.0,-0.1110870605,-5.3803838668,4.0,-54.5309766446,31.0655,39.0749,46.3601,30.1687,76.0697,560.4464,323.4361,113.3172,0.0,1219.9386,-0.6928433024342731
1atl,6.2839966563652006,3.0214946966000005,-19.1371868591,-0.452343283,9.5,23.0,7.5,11.0,-0.1045076552,-2.877994713,8.0,-90.82082715370001,0.0,61.3056,42.2319,16.3796,125.4112,138.4738,145.7685,136.605,0.0,666.1756,3.2625019597652
1tpw,3.3010299956639813,3.1470681846,-24.4957567333,-0.9833753732,3.5,10.0,3.5,0.0,-0.2070788968,-7.518272500000001,6.0,-94.20608154600001,7.0815,104.3251,34.6981,38.5312,59.1856,0.0,15.5246,77.42699999999998,0.0,336.7731,0.1539618110639811
1hpv,9.221848749616356,5.8322210417,-17.771428479100003,-0.4160281931,13.0,35.0,11.0,15.0,-0.1172630463,-4.0738694741,10.0,-85.5693761591,17.4771,31.3012,63.3603,21.7164,166.2535,235.9663,409.3582,188.4859,0.0,1133.9189,3.3896277079163557
1ctu,11.920818753952375,5.755204591699999,-32.07845166,-0.6182513861,3.5,17.0,3.5,1.0,-0.1502260869,-8.4745380828,4.0,-98.05400676049999,0.0,0.0,97.7229,16.3223,27.002,0.0,31.0547,166.8527,0.0,338.9546,6.165614162252376
1gar,10.0,5.2881915087,-44.786664683199994,-0.9201705399,22.0,48.0,21.0,12.0,-0.203323428,-11.657752654600001,20.0,-179.14396682400002,21.2276,162.7892,74.4229,98.2697,284.928,55.2242,266.5391,319.5877,0.0,1282.9884,4.7118084913
1bty,4.735182176990463,4.1054388837,-9.536895659199999,-0.5623814528,1.5,9.0,1.5,6.0,-0.1326590014,-4.4285705683,2.0,-39.836355343,42.0095,5.7984,53.1327,17.272000000000002,37.7621,158.4324,8.0215,44.9351,0.0,367.3637,0.6297432932904634
1fiv,6.585026652029183,7.1009827041,-27.564363492600002,-1.2675293992,22.5,61.0,17.5,33.0,-0.2874473961,-9.5634773368,14.0,-138.823904166,49.6979,85.2311,24.1365,76.8905,286.2982,355.811,730.4401,135.9271,0.0,1744.4324,-0.5159560520708171
1bma,4.585026652029182,5.1091686044,-19.283906863800002,0.2227462432,12.0,37.0,10.0,21.0,0.0292882557,-2.7038201776,8.0,-68.9493142679,3.9958,0.2009,15.5181,69.2113,123.8503,212.5001,207.3213,201.675,12.8203,847.0931,-0.524141952370818
1ctt,4.5228787452803365,4.9862210106,-24.1542511242,-0.4536488952,3.5,16.0,3.5,1.0,-0.1055785506,-6.133032625599999,4.0,-81.1347322936,0.0,0.0,67.1452,17.0624,26.8837,0.0,33.8483,188.5472,0.0,333.4868,-0.46334226531966305
1hbv,6.366531544420414,5.7733804739,-19.3462901883,0.179998446,14.5,42.0,12.5,20.0,0.0183299151,-1.8534265414,14.0,-86.2243607244,58.8931,68.1245,1.6213,27.6163,162.6798,103.0026,658.9906,203.8302,0.0,1284.7584,0.5931510705204142
1hvs,10.30102999566398,7.2068839903,-31.708457299299997,-0.7418884605,20.0,58.0,16.0,26.0,-0.1678078422,-6.3367154637,14.0,-119.38628713799999,60.1774,48.159,29.3349,41.4763,168.0045,298.5904,555.6719,226.696,0.0,1428.1104,3.0941460053639798
1hii,7.275724130399211,7.3292227874,-10.0459817286,-0.1994285961,15.5,41.0,11.5,21.0,-0.06294077690000001,-6.5495229174,10.0,-94.53263862889999,16.3654,31.7001,28.4735,39.5349,242.6946,119.3012,730.202,122.5171,0.0,1330.7888,-0.05349865700078915
1ppi,5.013228265733755,8.5501975763,-44.5755735961,-1.1597503786,20.0,55.0,20.0,3.0,-0.2497606799,-21.4657755574,12.0,-207.492379783,22.0828,51.9279,334.3026,13.7797,312.2258,54.7591,189.3794,437.4704,0.0,1415.9277,-3.5369693105662456
1hih,8.045757490560675,7.1340190937,-11.4185175562,-0.2772812247,15.5,41.0,11.5,21.0,-0.0836838741,-7.1294787906,10.0,-103.40620260700001,30.0823,33.8587,24.6729,37.4929,252.9478,123.2526,694.5459,107.6087,0.0,1304.4618,0.9117383968606747
1nja,6.309803919971486,5.3128807821,-35.0950319736,-0.6028994404,4.5,20.0,4.5,2.0,-0.1058206023,-8.553006843,6.0,-105.557990875,54.4311,92.021,94.3449,9.8012,94.2566,65.2867,62.1918,95.5718,0.0,567.9051,0.9969231378714865
1gaf,8.0,4.9720059744,-26.580724063,-0.7943476653,8.0,20.0,8.0,7.0,-0.1587785803,-3.0277587012,12.0,-60.9973291309,17.9856,65.0463,24.572,7.2656,103.3429,230.7647,147.6666,93.3216,0.0,689.9653,3.0279940256
1tsy,4.9586073148417755,5.3267364082,-34.7583233891,-0.555765373,4.5,20.0,4.5,2.0,-0.1103609054,-9.0275528683,6.0,-118.263005882,34.773,88.29,58.0952,37.2261,116.307,100.8605,65.8921,94.4617,0.0,595.9056,-0.36812909335822486
1dar,4.9586073148417755,3.8574825892,-44.62242893729999,-1.0639052403,7.5,28.0,7.5,0.0,-0.2269858154,-10.781606184500001,10.0,-143.39732434,17.17,137.8999,60.9752,32.8562,76.0899,79.3125,85.6961,97.8962,0.0,587.896,1.1011247256417755
1lkk,6.853871964321763,4.8792414941,-24.525749139400002,-0.9862579889,20.0,46.0,16.0,15.0,-0.2027953152,-10.4786308051,12.0,-133.667440126,69.7961,199.7985,27.8554,24.5464,386.6526,132.5328,322.4614,83.8286,0.0,1247.4718,1.9746304702217623
1lkl,5.8124792791635365,4.2044600337,-34.2095041664,-1.190821015,18.0,42.0,15.0,11.0,-0.2394771501,-11.3103351161,12.0,-136.71846513,74.518,182.8854,28.1749,28.4805,338.8844,122.9668,159.6817,109.5638,0.0,1045.1555,1.6080192454635363
1nje,3.795880017344075,5.2202629998,-34.3862752564,-0.5598069029,5.0,20.0,5.0,2.0,-0.1079623931,-10.5163101864,6.0,-117.872495806,45.4584,93.2573,96.4454,21.1006,121.0916,70.2837,44.3555,99.8285,0.0,591.821,-1.424382982455925
1str,4.769551078621727,4.7863009762,-22.452965078600002,-0.6002442066,21.0,51.0,16.0,8.0,-0.1204537278,-6.7915966221,14.0,-77.9032100704,24.0331,0.0,50.0419,122.9649,275.3593,177.7022,244.5371,110.1254,0.0,1004.7639,-0.016749897578272943
1ceb,6.0,2.8848088351,-6.5233519942,-0.039901856,2.5,11.0,2.5,6.0,-0.011669825900000002,-4.2330808135,4.0,-35.0983546833,30.6628,77.446,13.5362,3.8817,17.8155,62.3625,104.7044,66.0242,0.0,376.4333,3.1151911649
1njd,5.568636235841013,5.3181105658,-37.562888418200004,-0.6568696346,4.5,20.0,4.5,2.0,-0.1292629427,-8.9784090383,6.0,-118.056139697,43.9537,101.8624,64.3719,24.0113,80.3655,78.2398,54.7998,101.0751,0.0,548.6795,0.25052567004101345
1njc,5.552841968657781,5.3930805787,-35.7468038527,-0.7165243763,5.0,20.0,5.0,2.0,-0.1460158543,-9.890599207000001,6.0,-124.89297064799999,37.5727,102.5889,94.2835,12.8103,102.9314,79.8378,54.49800000000001,96.6236,0.0,581.1462,0.15976138995778033
1mai,6.6777807052660805,3.8701206219,-30.3328994929,-0.503467536,7.5,24.0,7.5,0.0,-0.0972901136,-9.2179815421,4.0,-99.5668152157,52.7724,225.1821,25.3733,14.0898,78.7818,19.0054,23.1005,88.2815,0.0,526.5868,2.8076600833660805
1sld,6.568636235841013,6.6591209932,-18.9421151936,-0.3234104108,9.0,53.0,9.0,13.0,-0.0708404642,-3.4305914092000003,6.0,-47.1585879707,16.7745,0.0,42.4302,92.6477,159.0848,268.8573,220.4946,91.181,0.0,891.4701,-0.09048475735898709
2olb,5.537602002101044,6.3349477528,-19.7036611861,-0.07461060280000001,19.0,28.0,17.0,9.0,-0.0160267565,-15.0602000525,14.0,-133.62213978399998,213.2886,53.496,0.0,12.3649,37.4371,0.0,209.2695,146.8146,0.0,672.6707,-0.7973457506989554
1pot,5.494850021680094,4.131895868,-6.0808374772,0.7117860309,8.0,10.0,8.0,3.0,0.1435953373,-5.2493458783,10.0,-52.6172938997,98.2317,0.0,0.0,0.0,0.0,0.0,81.3213,140.4602,0.0,320.0132,1.3629541536800938
1det,4.301029995663981,4.2995790169,-21.984969119000002,-0.2084505231,5.5,24.0,5.5,0.0,-0.047838217800000006,-6.7321692623,4.0,-82.29758533489999,0.0,34.285,74.8704,33.9266,173.7038,139.1188,2.9094,74.0819,0.0,532.8959,0.0014509787639811478
1kel,7.2839966563652,5.2530206632,-23.3112437323,-0.7668197856,10.0,23.0,9.0,8.0,-0.1632381995,-5.088586875,10.0,-49.1767416963,41.0152,79.2659,26.584,12.5192,82.5536,221.8171,64.3443,86.009,0.0,614.1083,2.0309759931651996
1mmq,7.522878745280337,6.215352208300001,-9.1768840974,-0.3361437972,6.5,33.0,5.5,17.0,-0.08670585289999999,-8.1056439571,6.0,-77.3170855463,0.0,13.6448,39.2299,70.0657,152.2514,99.1065,311.3133,83.4613,0.0,769.0729,1.3075265369803368
1grp,3.723538195826756,4.1724725348,-27.686335544699997,-1.1487626984,5.5,13.0,4.5,2.0,-0.235010196,-8.6994921309,4.0,-52.3607044279,42.0748,115.2762,27.4048,13.4565,8.9364,3.6671,60.7534,52.2218,0.0,323.791,-0.44893433897324364
1sln,6.638272163982407,5.1513809539,-19.2304721173,-0.4287689144,14.0,35.0,12.0,16.0,-0.0855616085,-5.397606212,10.0,-75.5735724814,25.8097,42.9234,4.802,23.8953,137.5261,282.1771,203.3201,117.6613,0.0,838.115,1.4868912100824065
1hsh,9.42021640338319,8.177239916,-21.7445384319,0.0895004498,13.0,45.0,12.0,22.0,-0.0127113817,-4.6771283246,10.0,-93.4107289994,34.5546,47.4442,41.5575,25.7371,203.0608,336.5143,506.4751,221.7282,0.0,1417.0718,1.2429764873831903
1igb,6.3979400086720375,4.1186563735,-2.0516155394,-0.3459212189,4.0,14.0,4.0,7.0,-0.07337100469999999,-7.618621266900001,4.0,-58.7752211759,12.6393,3.0291,16.867,35.7624,98.3101,187.8448,36.4868,90.7701,33.9563,515.6659,2.279283635172037
1jao,5.920818753952375,4.4140254616000005,-11.6648748425,-0.1836145517,8.5,22.0,7.5,9.0,-0.044574187300000005,-3.2040603576,8.0,-63.2724170686,0.0,10.4497,59.6331,66.1573,152.5051,187.2039,119.8443,110.1663,0.0,705.9597,1.5067932923523744
1gai,8.0,7.4416007903,-33.2418694886,-0.8526161109,15.5,44.0,15.5,3.0,-0.17864882440000002,-13.2793376768,10.0,-153.148113018,23.2949,33.803000000000004,225.891,6.8422,211.2035,107.2096,104.9851,304.3513,0.0,1017.5806,0.5583992097000001
1tcx,6.950781977329817,6.8160731834,-15.3490924239,-0.5276066919,14.5,39.0,11.5,22.0,-0.1202410157,-4.654800889,12.0,-76.88228734409999,30.2974,32.4778,22.7268,35.4886,165.0314,271.4813,552.3014,70.5309,0.0,1180.3356,0.13470879392981683
1dud,4.823908740944318,4.4273309702,-29.8705073969,-1.081457656,6.5,24.0,6.5,2.0,-0.2222401351,-5.5189621325,10.0,-100.005889665,11.3843,102.7446,42.3969,38.2488,126.3599,94.8792,60.8135,80.5724,0.0,557.3996,0.3965777707443179
1gno,7.698970004336019,3.0539296244,-19.1494361421,-0.7461720421,19.5,42.0,15.5,17.0,-0.181758822,-7.921405938899999,14.0,-110.551884191,68.5856,46.4883,23.6987,91.9398,236.1454,0.0,585.5178,142.0492,0.0,1194.4248,4.6450403799360185
1gnn,5.6777807052660805,3.2030334716000004,-21.6102144082,-0.6604930752,19.5,42.0,15.5,17.0,-0.1873480158,-9.37546918,14.0,-115.578183095,88.0837,50.5468,23.8022,83.7335,245.1104,0.0,629.8991,133.8833,0.0,1255.059,2.47474723366608
1dif,10.657577319177793,8.4568829785,-26.4271385919,-0.6628842526,20.0,60.0,16.0,28.0,-0.158800585,-6.8018361425,14.0,-143.639288021,36.0245,35.071,4.8409,49.8092,339.8338,310.7201,502.2049,290.2287,9.8332,1578.5663,2.200694340677794
1jaq,4.481486060122113,4.3416446684,-17.7359128933,-0.4241259227000001,8.5,21.0,7.5,6.0,-0.099241197,-7.6112496924,8.0,-91.25817790110001,0.0,8.1808,34.0602,85.2505,167.8789,38.1779,184.2789,88.2715,0.0,606.0987,0.13984139172211307
2csn,4.4089353929735005,4.3775490039,-3.5086860895,0.0627500695,4.5,18.0,4.5,6.0,0.0150218752,-1.4146088140000002,5.0,-42.1806113877,24.0309,25.0609,13.8751,5.0048,129.8064,156.8345,149.8435,90.7387,58.2945,653.4893,0.03138638907350089
1mmr,5.3979400086720375,6.0177133278,-7.6250099648,-0.2584745411,7.0,33.0,6.0,16.0,-0.0596547417,-6.4493061787,6.0,-82.7832070592,0.0,15.2584,83.4556,37.3898,155.1893,103.9897,302.5109,134.1484,0.0,831.9421,-0.6197733191279626
1mtr,8.397940008672037,8.0413902331,-17.3100926087,-0.1924604411,11.5,43.0,10.5,21.0,-0.0306452122,-5.1402612455000005,14.0,-96.9085154275,50.4392,35.8243,12.1552,30.3905,198.8566,231.6826,565.0294,147.92700000000005,0.0,1272.3048,0.35654977557203793
1hpx,11.259637310505754,6.526542675700001,-23.872231554099997,-0.6040876942,14.5,46.0,12.5,16.0,-0.1339792834,-5.2501307126,12.0,-122.678329621,23.2644,30.6973,21.8458,28.52,254.3121,200.7237,397.1708,262.7475,0.0,1219.2816,4.733094634805753
1gnm,6.251811972993798,3.7357525888,-23.9025393609,-0.667255853,19.5,42.0,15.5,17.0,-0.17970505,-8.4792837631,14.0,-104.010928437,77.5646,82.7438,23.116,88.9947,187.5222,0.0,623.7133,139.8894,0.0,1223.544,2.5160593841937984
1pro,11.301029995663981,8.7934668697,-28.5991565148,-0.2335505509,11.5,43.0,11.5,21.0,-0.0621119332,-7.7329063438,6.0,-113.12363216,42.1023,39.4684,77.7947,25.9964,111.4299,383.3502,260.0679,238.4623,0.0,1178.6721,2.5075631259639817
1rnm,3.0735546521816106,3.1531048073,-22.3128244792,-0.4376954877000001,5.5,21.0,5.5,1.0,-0.0842193218,-3.9533130577,6.0,-75.2685066555,29.2276,31.7282,78.2366,20.394,105.4246,19.4984,51.2877,130.3914,0.0,466.1885,-0.07955015511838948
1fkw,5.045757490560675,5.2926144534,-28.146871910999998,-0.3871873663,3.5,18.0,3.5,0.0,-0.0852168682,-4.0662265083,4.0,-102.533782266,0.0,26.5572,69.9708,8.5084,103.1755,108.9592,54.3118,213.2413,0.0,584.7242,-0.2468569628393249
1avn,3.903089986991944,0.606742928,-4.0759672555,-0.0388969747,2.5,8.0,2.5,1.0,-0.0127994005,-1.6459002157,3.0,-32.3909550745,9.3282,0.0,0.0,38.5444,83.5475,88.5071,7.0641,15.2228,0.0,242.2141,3.296347058991944
1drv,6.5376020021010435,4.9672822988,-57.9986019639,-0.7632770289,13.5,44.0,13.5,4.0,-0.16835795969999998,-8.3105297188,14.0,-195.46064258200002,74.3362,131.8787,179.1082,18.2458,252.7942,49.2295,183.7341,225.7328,0.0,1115.0595,1.5703197033010436
1okl,6.031517051446066,3.6534990202,-4.6017328875,-0.1994506008,2.5,17.0,2.5,8.0,-0.0443174658,-1.6601519263999998,4.0,-37.650034365100005,0.0,0.0,66.5157,25.4266,66.475,213.295,81.8251,61.0366,0.0,514.5740000000002,2.378018031246066
1jev,6.886056647693162,6.8522782498,-25.206574557399996,-0.4161455515,16.5,33.0,14.5,13.0,-0.083177766,-12.4738996427,14.0,-130.01130054200001,153.7036,54.7639,0.0,33.9843,38.3713,155.6737,165.9698,104.6258,0.0,707.0924,0.03377839789316184
1aj7,3.8696662315049934,4.1290205872,-27.4994129531,-0.6386937524,8.0,20.0,8.0,7.0,-0.1143364212,-1.8703554906,12.0,-49.9979497654,32.8637,58.3121,18.6065,8.4713,96.1352,226.9229,109.9111,70.9974,0.0,622.2202,-0.25935435569500687
1jeu,6.823908740944319,5.6689461677,-26.6306380575,-0.8316309620000001,17.5,28.0,15.5,8.0,-0.1473288014,-11.5296266214,14.0,-124.99197712799999,155.4843,114.3374,0.0,11.1836,38.999,0.0,201.5771,114.1493,0.0,635.7307,1.154962573244319
1ado,6.0,3.0842227614,-22.3458168594,-0.96307237,4.5,10.0,4.5,0.0,-0.1814140817,-5.075457404,6.0,-80.2641603475,0.0,99.6089,22.9707,0.0,69.3941,0.0,0.0,97.1428,0.0,289.1165,2.9157772386
2h4n,8.698970004336019,3.5181114360000003,-6.6696612445,-0.3170730572,2.5,13.0,2.5,1.0,-0.0658967416,-4.075417138,4.0,-46.2988643417,0.0,0.0,77.194,24.6249,138.0356,60.0507,92.153,25.1609,0.0,417.2191,5.180858568336019
2mas,7.522878745280337,6.5372076202999985,-15.7446929205,-0.1543629705,4.0,16.0,4.0,5.0,-0.0572635643,-9.2609933957,4.0,-81.3664637893,21.1146,26.0003,126.3427,31.1409,36.1772,147.4452,49.0698,106.075,0.0,543.3657,0.9856711249803389
1jet,7.251811972993798,5.6378241870000005,-17.3138187379,-0.3044643641,14.5,24.0,13.5,7.0,-0.0499653388,-11.8433843038,14.0,-122.230952065,150.0372,53.4747,0.0,14.2113,38.9013,0.0,200.1469,115.5245,0.0,572.2959,1.6139877859937979
2aac,2.2218487496163557,5.636261853300001,-12.2967177983,-0.17938231440000002,2.0,11.0,2.0,1.0,-0.0511829322,-7.413984891799999,2.0,-65.2028307204,0.0,0.0,100.5906,0.0,5.9819,0.0,61.6624,85.6438,0.0,253.8787,-3.414413103683645
1uvt,7.638272163982407,5.9637064591,-9.7886587668,-0.1049990935,8.0,27.0,8.0,12.0,-0.0307919102,-1.1219756436,10.0,-78.1958945851,113.846,4.8175,44.4492,11.7017,113.7608,393.4618,146.4365,92.5211,0.0,920.9946,1.674565704882407
1qbt,10.619788758288394,10.788684363,-38.0799181843,-0.0518357383,13.0,62.0,13.0,34.0,-0.0515790168,-10.5460312012,8.0,-124.358417806,54.8101,61.7161,46.0806,71.1701,140.7067,548.9853,293.0442,167.9921,0.0,1384.5052,-0.16889560471160614
1qbr,10.568636235841012,9.6576721226,-31.619492297199997,-0.6521092845,13.0,54.0,13.0,26.0,-0.1669569938,-8.8625176183,8.0,-120.279164515,31.2462,57.082,45.1304,53.9726,177.8479,462.2934,300.7079,160.6825,0.0,1288.9629,0.9109641132410129
1ajq,4.309803919971486,3.5612113084,-9.210287232,-0.4328104443,2.0,9.0,2.0,3.0,-0.0926691266,-1.9736308826,2.0,-38.7235629942,0.0,46.2307,0.0,0.0,31.8416,108.9316,33.6539,27.6898,0.0,248.3476,0.7485926115714863
1qbu,10.236572006437065,8.120027696000001,-23.7666750082,-0.4943795949,11.0,43.0,11.0,23.0,-0.136502489,-7.2880666635,8.0,-82.8028205818,26.1788,45.3914,46.3038,33.5605,121.9406,345.7206,362.2807,152.4736,0.0,1133.85,2.116544310437064
1ai7,4.086186147616283,3.5065442987,-1.7754492194999998,-0.1124806915,0.5,7.0,0.5,5.0,-0.0167015673,-0.2158441023,1.0,-12.2947373753,0.0,0.0,27.3241,0.0,0.0,181.366,0.0,0.0,0.0,208.6901,0.5796418489162831
1hxb,9.920818753952377,7.8843866986,-20.125726001900002,-0.3302025282,13.5,49.0,11.5,25.0,-0.08480611380000001,-6.221535529,10.0,-104.686692774,21.7268,39.7431,28.0896,69.2236,204.0669,232.5645,566.0351,148.2489,0.0,1309.6985,2.0364320553523765
1ai5,3.723538195826756,4.1928855615,-15.3933438756,-0.6422511789,3.0,13.0,3.0,6.0,-0.12588155380000002,-1.5883872648,4.0,-47.277017266099996,0.0,46.0953,0.0,0.0,69.071,118.4682,29.9065,26.7713,0.0,290.3123,-0.46934736567324364
1dmp,9.55284196865778,8.6697711161,-24.3043451829,-0.6780748305,10.0,40.0,10.0,24.0,-0.1866952097,-6.0227377343,6.0,-75.6832805807,30.3078,48.5578,104.8606,17.3708,67.7842,430.7365,244.6731,120.6339,0.0,1064.9247,0.8830708525577808
1qbs,9.468521082957745,8.5733685254,-22.0346850712,-0.6448770731,12.0,42.0,12.0,26.0,-0.15945339109999998,-6.6656857287,8.0,-78.280033223,19.1414,28.3803,89.2893,24.4062,68.7925,371.9641,297.3962,196.7788,0.0,1096.1488,0.8951525575577453
1hpo,9.221848749616356,6.870014038,-8.8737546851,-0.3729943348,6.5,36.0,5.5,22.0,-0.0917742688,-4.4432917126,6.0,-59.5847007399,22.0206,44.0592,33.7491,15.4719,207.8326,187.2559,444.6517,84.5943,0.0,1039.6353,2.3518347116163563
1yds,5.920818753952375,4.8152958359,-8.283522617000001,0.2046730496,5.0,18.0,5.0,6.0,0.046429917,-3.9590342797,8.0,-59.5562853373,18.3238,13.3706,17.2634,4.3136,125.8941,197.4692,84.8343,136.1094,0.0,597.5784,1.1055229180523751
3gss,5.823908740944319,5.131129295,-18.7478283624,-0.9113686599,18.5,39.0,16.5,10.0,-0.1839226175,-10.5093493663,18.0,-150.387938803,42.2791,98.7843,13.9286,40.5949,308.3389,108.4489,189.7347,217.0382,60.6086,1079.7562,0.6927794459443186
2gss,4.939302159646387,3.7239067253,-4.738279385899999,-0.3922191077,6.0,19.0,6.0,9.0,-0.0557085655,-0.6236792121,6.0,-30.847868152100002,3.5107,37.5882,11.1429,1.2003,102.6505,105.3992,120.1857,65.1612,98.1716,545.0103,1.2153954343463873
1ajx,7.9136401693252525,8.423912603,-19.3931308597,-0.3435593811,11.0,40.0,11.0,22.0,-0.1047570418,-5.9504669646,6.0,-64.1628152494,23.501,29.953000000000007,42.8576,15.6563,146.8786,536.4188,251.3606,134.968,0.0,1181.5939,-0.5102724336747473
2rkm,3.903089986991944,4.6827321882,-14.0637978969,-0.3236451276,12.5,19.0,11.5,6.0,-0.0360216939,-9.1954047199,12.0,-91.1319809466,158.3223,57.4518,0.0,5.0363,21.3519,0.0,143.9139,96.8714,0.0,482.9476,-0.7796422012080559
3aid,6.863279432843593,5.8231331006,-13.160006188699999,0.0962265531,12.5,37.0,10.5,22.0,0.0057578965,-3.0957972336000004,8.0,-51.399143047299994,38.054,36.0934,21.7089,24.7355,150.6798,362.6831,419.1431,138.9387,0.0,1192.0365,1.0401463322435935
1aid,4.823908740944318,5.1966226171,0.9796639138,0.0395204412,6.5,29.0,6.5,16.0,0.0076723054,-0.4304779461,10.0,-21.078778898499998,2.0208,10.573,22.7225,3.4081,121.4883,230.6643,274.6026,139.3971,62.2387,867.1154,-0.3727138761556823
1ajv,7.718966632752272,8.546647484700001,-20.0869977299,-0.4558713699000001,11.0,41.0,11.0,22.0,-0.1206664399,-6.3495221991,6.0,-75.18091327970001,22.9769,30.9318,41.7441,14.2024,155.4049,549.5879,242.8296,136.5931,0.0,1194.2707,-0.8276808519477292
1ajn,2.6345120151091,3.9794839809,-15.3541535049,-0.6363612542,3.0,13.0,3.0,6.0,-0.1215686326,-0.8463594412000001,4.0,-39.5667317539,0.0099,45.073,13.7134,4.0343,118.7791,166.1697,99.4011,63.89100000000001,0.0,511.0715,-1.3449719657908998
1vfn,5.6020599913279625,3.1015037858,-16.3072944203,-0.1938320674,0.0,10.0,0.0,0.0,-0.0472514258,-2.7046563562,0.0,-71.1743341782,0.0,12.6441,22.9701,28.8661,116.6262,31.2587,14.1916,156.3172,0.0,382.874,2.5005562055279626
1ai4,2.504455662453552,3.7548306637,-13.3679872782,-0.3566595125,3.0,12.0,3.0,5.0,-0.0857083065,-1.6589490028,4.0,-45.481191694399996,0.024,45.5513,65.22399999999999,6.6475,35.2289,160.7035,80.7887,57.0435,0.0,451.2114,-1.2503750012464478
7upj,8.494850021680094,7.0034065294,-6.0660429839,-0.3197576306,6.5,34.0,5.5,22.0,-0.0843073406,-4.1155610457,8.0,-49.425783556000006,22.2049,41.324,34.4612,15.2158,196.3205,201.6631,502.272,88.5225,0.0,1101.984,1.4914434922800934
6upj,6.3187587626244115,5.930112617100001,-1.2789351687,-0.2685233541,3.5,22.0,2.5,16.0,-0.0720140482,-2.9773899429000004,4.0,-20.7068114497,0.0,32.1614,20.0547,7.5728,97.0456,164.8312,404.5011,46.2923,0.0,772.4591,0.3886461455244108
1ajp,2.23284413391782,3.8195391515,-12.6840591975,-0.4074463601,3.0,12.0,3.0,5.0,-0.08676453210000001,-1.5221384480000002,4.0,-38.279009375,4.7014,42.7697,61.1669,9.6646,50.2153,165.1304,95.8485,57.441,0.0,486.9378,-1.58669501758218
1amk,4.301029995663981,-0.0786521327,-30.9880014166,-1.3410250972,3.0,9.0,3.0,0.0,-0.311219807,-4.6668961391,4.0,-86.9476918879,0.0,149.5592,0.0,0.0,6.5975,0.0,0.0,69.6908,0.0,225.8475,4.3796821283639815
1tom,8.301029995663981,6.7610320938,-3.8078619907,0.1360917346,7.5,28.0,6.5,14.0,0.0194814944,-5.5812427684,8.0,-66.8540560735,52.5954,0.5357,19.449,20.2736,178.6953,166.5872,275.9098,153.8827,0.0,867.9287,1.5399979018639813
5upj,7.1249387366083,6.4053847975,0.7318103079,-0.2087072446,3.5,23.0,2.5,17.0,-0.0621926171,-2.8445622388,4.0,-22.2995116357,0.0,30.6433,19.466,8.0106,210.2354,141.8684,465.5621,75.9824,0.0,951.7682,0.7195539391082999
2jxr,7.045757490560675,6.549478907999999,-20.9457311474,-0.6238919242000001,16.0,46.0,13.0,20.0,-0.1615218329,-7.786143048,10.0,-105.94564034,0.0,19.3453,101.7684,44.5789,156.18200000000004,173.9944,457.0121,210.9961,22.377,1186.2542,0.4962785825606755
1rtf,3.0409586076789066,4.5254499275,-9.6185110915,-0.4605363663,1.5,9.0,1.5,6.0,-0.1071848937,-3.6661517227,2.0,-38.7216852598,41.9272,5.8415,54.112,6.3627,30.5754,136.1761,22.3169,51.3682,0.0,348.68,-1.4844913198210938
