index2,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta_rf,nro_protein,protein,nro_decoy,decoy_name
98,-0.0752193995,-11.771267567,-0.0442807913,4.0,26.0,4.0,17.0,-0.005647873,-0.0,4.0,-17.014884888399994,23.9981,40.3958,2.622,11.2267,80.5224,147.30100000000004,150.6877,45.1566,0.0,501.9103,-0.08,10,3e92,325,ligand_decoy_500
99,6.6655757052,-26.0072229018,0.0660507745,0.5,15.0,0.5,3.0,0.0048557038,-6.4783597176,1.0,-73.1404614581,0.0,24.9898,64.3873,50.4485,58.6071,146.6155,48.0188,78.411,0.0,471.478,5.95,47,2bbf,481,ligand_decoy_0
100,4.0919793422,-18.820370523399998,0.1112630981,0.5,15.0,0.5,3.0,0.0089999223,-0.8234672183,1.0,-38.2357114603,0.0,36.1807,53.7543,77.9818,88.9,119.474,101.9053,68.9338,0.0,547.1299,4.28,47,2bbf,388,ligand_decoy_30
101,3.8171773137,-18.4217993923,0.0662781564,0.5,15.0,0.5,3.0,0.0096013841,-0.7911349791,1.0,-28.838340268899998,0.0,17.0072,71.2376,56.0008,45.8183,70.5044,66.1456,41.4901,0.0,368.204,3.83,47,2bbf,457,ligand_decoy_196
102,3.5705926455,-15.376649643199999,0.0645764596,0.5,15.0,0.5,3.0,0.0100414781,-2.1922915865,1.0,-35.092875513,1.0158,12.7745,60.8304,39.8213,51.0518,36.1639,33.8929,45.0983,0.0,280.6489,3.57,47,2bbf,120,ligand_decoy_336
103,3.3276827622000003,-13.130805951800001,0.0120952501,0.5,15.0,0.5,3.0,-0.007841008100000001,-0.6335079781,1.0,-19.0012931668,0.0,16.4346,23.1293,35.2232,28.7251,97.8216,48.476000000000006,35.1482,0.0,284.958,3.34,47,2bbf,452,ligand_decoy_83
104,3.105890056,-15.698607743800002,0.0122272783,0.5,15.0,0.5,3.0,0.0046356568,-1.8670767903,1.0,-41.5791642575,16.4198,13.6226,59.1137,50.0623,53.3704,40.8258,41.3575,46.2364,0.0,321.0085,3.14,47,2bbf,466,ligand_decoy_490
105,2.9033808019,-13.900288306099998,0.0172883593,0.5,15.0,0.5,3.0,0.007562281899999999,-1.9495724106,1.0,-36.284576716,22.934,13.7407,65.4072,30.7303,44.0113,27.1549,18.831,49.4057,0.0,272.2151,2.94,47,2bbf,300,ligand_decoy_436
106,2.7025292352,-9.6537919605,-0.0527526008,0.5,15.0,0.5,3.0,-0.006212660300000001,-0.8749875559,1.0,-16.727701548699994,0.0,0.0,34.998000000000005,32.4445,43.9181,78.8462,52.0084,23.2815,0.0,265.4967,2.71,47,2bbf,418,ligand_decoy_235
107,2.4421329503,-12.023588127,0.0546816795,0.5,15.0,0.5,3.0,0.0078190034,-2.1873918733,1.0,-31.3981176803,20.1787,1.6896,55.2597,21.9702,28.2854,34.2875,26.8532,40.8336,0.0,229.3579,2.44,47,2bbf,371,ligand_decoy_456
108,2.1746951614,-10.1241057485,-0.08932441220000001,0.5,15.0,0.5,3.0,-0.013862961000000002,-0.6611458813000001,1.0,-13.2561153834,0.0,0.0,12.4226,27.1022,53.8005,76.7864,47.9823,23.3905,0.0,241.4845,2.19,47,2bbf,168,ligand_decoy_442
109,-1.7805543099,-17.5276090682,-0.0229215625,0.5,15.0,0.5,3.0,-0.0021491257,-1.2051900841,1.0,-59.4872639283,21.1276,14.5496,71.9492,34.8459,58.4584,82.4713,33.4012,49.3878,0.0,366.191,-1.62,47,2bbf,140,ligand_decoy_251
110,3.1550778954000003,-2.7735090625,0.2981270105,4.0,6.0,4.0,2.0,0.0539041801,-2.284601303,6.0,-21.6874802448,96.6353,17.3381,13.6165,1.4101,11.6796,57.9107,67.6288,47.7545,0.0,313.9736,3.4,93,1a99,359,ligand_decoy_3
111,2.1563799161,-3.5519033203,0.31518065300000003,4.0,6.0,4.0,2.0,0.0616645043,-2.3828742932,6.0,-30.0702440588,92.4942,13.6969,14.4902,0.8675,13.5614,30.2611,71.0992,60.29600000000001,0.0,296.7665,2.58,93,1a99,68,ligand_decoy_77
112,1.7211782944,-3.4404568497000003,0.2928605523,4.0,6.0,4.0,2.0,0.06220728690000001,-1.9563791978,6.0,-30.177949730399998,98.2949,16.3161,14.0589,0.8675,13.5614,43.7625,64.5533,66.1501,0.0,317.5647,1.95,93,1a99,131,ligand_decoy_211
113,1.4791779387,-2.2188952688,0.0892437283,4.0,6.0,4.0,2.0,0.0202369891,-1.1969456565,6.0,-19.307363874,63.2621,12.7998,0.0,0.2907,23.6147,0.6456,68.4706,41.1612,0.0,210.2447,1.52,93,1a99,341,ligand_decoy_256
114,1.3377243922,-2.0772876894,0.1155540146,4.0,6.0,4.0,2.0,0.0233763263,-0.8104404359,6.0,-17.2879118711,89.0396,9.6563,0.0,4.2479,24.3574,2.7419,63.1115,36.49,0.0,229.6446,1.39,93,1a99,134,ligand_decoy_311
115,1.2638619492,-1.6480420065,0.0906006848,4.0,6.0,4.0,2.0,0.0191147494,-0.5743886841,6.0,-16.5310528797,65.3746,3.9151,2.3246,11.6019,11.9668,6.5287,55.9992,59.2315,0.0,216.9424,1.28,93,1a99,324,ligand_decoy_427
116,1.1943270972,-2.0721752641,0.1247886537,4.0,6.0,4.0,2.0,0.0229068927,-0.5877308672,6.0,-11.3042251444,31.0968,11.3413,0.0,7.5407,11.6422,0.0,51.8874,58.037,0.0,171.5454,1.23,93,1a99,430,ligand_decoy_489
117,1.1222176953,-2.2427263589,0.1025492369,4.0,6.0,4.0,2.0,0.0228408786,-0.7118887195,6.0,-13.684224156800001,42.5453,12.8859,0.0,1.5119999999999998,25.5971,0.0,55.9098,55.3303,0.0,193.7804,1.17,93,1a99,277,ligand_decoy_397
118,1.0484286013,-2.1375879023,0.129387636,4.0,6.0,4.0,2.0,0.0260168903,-0.5878775652,6.0,-16.313844486,74.5508,6.6174,0.0,0.2754,28.3575,0.0,54.8108,51.1758,0.0,215.7877,1.15,93,1a99,495,ligand_decoy_425
119,0.886202618,-1.6827067439,0.1276125902,4.0,6.0,4.0,2.0,0.0218726718,-0.0,6.0,-10.3900765574,41.6994,12.2905,2.3246,12.1054,9.6149,5.5932,56.2917,57.7415,0.0,197.6612,0.92,93,1a99,352,ligand_decoy_447
120,-0.4873454258,-2.8525499449,0.2907847756,4.0,6.0,4.0,2.0,0.0500900321,-3.1242273060000003,6.0,-22.277807666599998,89.0327,15.9328,9.0367,0.2498,10.9837,46.1251,59.7203,54.2798,0.0,285.3609,0.34,93,1a99,501,ligand_decoy_383
121,5.3328830544,-30.140871810900002,-0.8341615025,9.0,37.0,9.0,12.0,-0.1550744558,-3.404200439,10.0,-69.2364169237,58.8128,107.1938,14.091,26.1736,167.303,198.9613,132.0794,135.8416,0.0,840.4565,5.54,106,2b07,20,ligand_decoy_4
122,3.9177681323,-28.1570527522,-0.8008610565000001,9.0,37.0,9.0,12.0,-0.1522358495,-4.756711989599999,10.0,-60.1042390418,57.9372,118.2148,12.0224,15.4442,94.5575,133.8927,82.8835,86.8675,0.0,601.8198,4.05,106,2b07,392,ligand_decoy_20
123,3.6891979785,-28.9479823541,-0.8051373031999999,9.0,37.0,9.0,12.0,-0.1540622396,-4.1895775216,10.0,-55.5291318413,49.485,133.0743,11.8887,13.0802,93.1841,137.9468,91.029,104.9175,0.0,634.6056,3.77,106,2b07,59,ligand_decoy_320
124,3.4899527549,-29.192681953,-0.8761097956,9.0,37.0,9.0,12.0,-0.1630401572,-5.2839446016,10.0,-60.6358139146,48.8715,118.5398,16.5634,18.904,102.0302,129.0615,105.6057,82.1304,0.0,621.7065,3.55,106,2b07,191,ligand_decoy_175
125,3.2866439967,-25.1018175156,-0.8677773492,9.0,37.0,9.0,12.0,-0.1492285405,-2.4454483251,10.0,-52.795260578400004,54.2185,97.4375,9.866,21.8413,72.973,137.0667,115.27,107.3346,0.0,616.0076,3.33,106,2b07,361,ligand_decoy_275
126,3.1349949392000003,-20.6185065886,-0.6609551739,9.0,37.0,9.0,12.0,-0.1214879487,-2.4633308113,10.0,-38.605192378000005,52.1518,94.502,15.8505,13.0802,57.0263,153.2153,95.6181,81.4732,0.0,562.9174,3.19,106,2b07,486,ligand_decoy_242
127,2.9693435576,-19.5216016332,-0.6589307415,9.0,37.0,9.0,12.0,-0.1194415116,-3.4150340863,10.0,-43.8043968799,50.602,82.459,14.1644,13.1188,82.5564,143.6929,84.5088,76.2998,0.0,547.4021,3.03,106,2b07,446,ligand_decoy_247
128,2.8455964597000003,-17.6497644928,-0.6611605511,9.0,37.0,9.0,12.0,-0.1171750275,-1.9916674017,10.0,-32.4029916454,50.6983,80.5454,18.0659,13.4364,58.4502,157.0176,90.0671,71.2476,0.0,539.5285,2.93,106,2b07,451,ligand_decoy_401
129,2.7018617593000003,-14.8564952097,-0.4383849683,9.0,37.0,9.0,12.0,-0.0825322948,-2.7693868487,10.0,-42.3364266684,45.1122,57.4022,10.7415,15.285,74.4322,61.4982,41.7368,60.644,0.0,366.8521,2.74,106,2b07,325,ligand_decoy_500
130,2.4737977136,-18.832810513800002,-0.5348975825,9.0,37.0,9.0,12.0,-0.1040602263,-2.9821576279000004,10.0,-42.7054308176,52.207,69.2753,14.3179,20.2329,83.1168,169.0084,106.5808,74.0431,0.0,588.7822,2.5,106,2b07,220,ligand_decoy_42
131,0.3366058959000001,-23.8726349736,-0.8789190623,9.0,37.0,9.0,12.0,-0.15271995289999998,-4.5624691678,10.0,-84.8105807541,75.6319,84.7334,20.7897,27.986,121.8738,174.6019,121.3933,130.0307,0.0,757.0407,0.61,106,2b07,96,ligand_decoy_325
132,4.4548441801,-15.3193347346,-0.3460899216,3.0,11.0,3.0,0.0,-0.0929478528,-8.0307766328,4.0,-67.9410075696,25.5376,31.1595,104.7085,16.7818,30.0813,44.2581,39.8579,150.6575,0.0,443.0422,5.29,2,2jke,481,ligand_decoy_0
133,3.2699130898,-15.1561332096,-0.24246245440000005,3.0,11.0,3.0,0.0,-0.0470680533,-3.6017953101,4.0,-56.114992308999994,24.5714,30.1566,108.0344,16.7818,26.9074,53.0179,41.9993,126.2806,0.0,427.7494,3.42,2,2jke,336,ligand_decoy_192
134,2.9934020296,-15.509279305,-0.3205497998,3.0,11.0,3.0,0.0,-0.0570508522,-3.0764697721,4.0,-55.974917723699996,31.3028,33.3201,107.1111,16.7818,29.1696,48.7061,40.1812,124.6973,0.0,431.27,3.12,2,2jke,243,ligand_decoy_29
135,2.7294409833,-15.642539768199999,-0.2349808564,3.0,11.0,3.0,0.0,-0.047478807699999986,-2.8645791809,4.0,-51.99951194720001,31.004,32.3563,101.8388,16.7818,29.0951,48.8428,41.402,127.5735,0.0,428.8943,2.8,2,2jke,439,ligand_decoy_103
136,2.5998626399,-9.5618049796,-0.3024252619,3.0,11.0,3.0,0.0,-0.0685666452,-2.0067699608000003,4.0,-26.6668064494,21.4461,49.0338,132.5534,33.3101,56.7692,106.6351,90.0583,149.1411,0.0,638.9471,2.66,2,2jke,53,ligand_decoy_234
137,2.4552184119,-7.7325689384,-0.15118695880000002,3.0,11.0,3.0,0.0,-0.0254667728,-0.9845122827,4.0,-12.8267009978,17.1689,14.9293,61.6491,4.9054,0.0,79.5136,17.2439,90.0104,0.0,285.4206,2.67,2,2jke,242,ligand_decoy_445
138,2.360224122,-7.9356943241,-0.1165809006,3.0,11.0,3.0,0.0,-0.0308725941,-1.1669385806,4.0,-16.8821452031,31.1379,46.4459,78.0714,18.6199,31.3497,117.1366,57.1173,113.8158,0.0,493.6945,2.52,2,2jke,427,ligand_decoy_480
139,2.2331689842,-8.8424860064,-0.2769584891,3.0,11.0,3.0,0.0,-0.0668062692,-1.7420094104,4.0,-28.649129188499998,15.0526,21.3555,113.4774,17.3619,27.5691,60.5901,51.9088,100.974,0.0,408.2894,2.22,2,2jke,442,ligand_decoy_491
140,2.0884514072,-9.3329120902,-0.1779373391,3.0,11.0,3.0,0.0,-0.0366891698,-1.5843604047,4.0,-32.7866729295,8.7033,15.0515,81.0077,10.7752,4.9407,42.9646,21.0535,98.9855,0.0,283.482,2.13,2,2jke,302,ligand_decoy_221
141,1.8359914841,-13.9352024301,-0.2459612017,3.0,11.0,3.0,0.0,-0.06398233269999999,-5.2702430084,4.0,-51.8244865634,26.845,33.7402,105.226,16.7818,28.3927,59.0688,41.8738,128.0682,0.0,439.9965,2.02,2,2jke,386,ligand_decoy_148
142,-0.9969669429,-13.896554842,-0.18581502170000005,3.0,11.0,3.0,0.0,-0.0380167867,-3.836372747,4.0,-33.4316013469,30.6987,33.6737,111.76,16.7818,29.1009,56.6021,40.681,121.2812,0.0,440.5794,-0.93,2,2jke,144,ligand_decoy_129
143,6.229493895499999,-43.7637762037,-0.7768832684,10.0,38.0,10.0,0.0,-0.1941621379,-8.8631850942,10.0,-118.58489063399999,0.0,29.2045,199.2642,35.2413,108.9061,161.8933,142.4782,169.388,0.0,846.3756,5.31,114,2i2c,481,ligand_decoy_0
144,4.9397837587,-41.4903899628,-0.6250141639,10.0,38.0,10.0,0.0,-0.14966863449999998,-7.0921954939,10.0,-115.885750122,23.6799,55.9979,193.9891,32.6022,154.6322,85.6624,121.0521,204.8533,0.0,872.4691,4.58,114,2i2c,261,ligand_decoy_314
145,4.6563045435,-32.3616814886,-0.4065661721,10.0,38.0,10.0,0.0,-0.0692047815,-2.2037413654,10.0,-67.8382529555,29.4843,14.624,87.8907,29.5083,154.8085,92.1165,83.6651,150.9587,0.0,643.0561,4.82,114,2i2c,442,ligand_decoy_491
146,4.432406721,-34.859625693000005,-0.5009223257,10.0,38.0,10.0,0.0,-0.1221334199,-4.8571047659,10.0,-88.0018197065,9.0151,21.464,196.3201,31.0666,136.2172,89.0517,92.499,138.5146,0.0,714.1483,4.26,114,2i2c,77,ligand_decoy_375
147,4.2692712101,-35.8921082217,-0.463859076,10.0,38.0,10.0,0.0,-0.1059746352,-3.916543204,10.0,-82.71619541279999,63.7718,45.1063,181.5097,24.9817,173.5343,75.8573,140.3607,179.7512,0.0,884.873,4.1,114,2i2c,367,ligand_decoy_300
148,4.1402136446,-30.503978700500003,-0.5197436791,10.0,38.0,10.0,0.0,-0.1196175492,-2.6044909618000003,10.0,-57.0730476074,43.2502,49.7729,181.9458,18.8385,130.1849,92.4074,131.8147,101.8246,0.0,750.039,4.13,114,2i2c,248,ligand_decoy_323
149,4.0143834351,-26.1308233017,-0.3861678152,10.0,38.0,10.0,0.0,-0.075036027,-2.8451490308,10.0,-67.02730641149999,44.3333,0.0,134.6188,18.4687,147.1583,76.9411,95.4017,95.8267,0.0,612.7486,4.34,114,2i2c,137,ligand_decoy_423
150,3.8452699807,-27.4644914942,-0.5361151759,10.0,38.0,10.0,0.0,-0.122639528,-2.6874780204000004,10.0,-41.1826542333,46.2361,49.9766,157.893,17.3148,137.0397,110.3081,124.0508,97.5476,0.0,740.3667,3.94,114,2i2c,281,ligand_decoy_200
151,3.6568657393,-27.1730465776,-0.2536921863,10.0,38.0,10.0,0.0,-0.0793929576,-2.547557468,10.0,-48.4658138487,29.54,23.7507,165.3424,28.0002,100.3419,66.5879,82.9823,78.0624,0.0,574.6078,3.56,114,2i2c,141,ligand_decoy_58
152,3.4328432235000004,-35.2928175521,-0.4056053002,10.0,38.0,10.0,0.0,-0.0811753383,-2.4528125647,10.0,-67.8440768661,0.0,20.1472,179.2255,36.106,158.7413,118.1447,146.8393,111.4483,0.0,770.6523,3.34,114,2i2c,415,ligand_decoy_92
153,1.9988849433,-15.8037902098,-0.1281847124,10.0,38.0,10.0,0.0,-0.021645289900000003,-0.1269597841,10.0,-35.963968236999996,50.4948,0.0,74.6606,10.4363,104.6031,89.4175,35.9881,27.8404,0.0,393.4408,2.09,114,2i2c,383,ligand_decoy_181
154,3.4717255284,-13.954962650699999,-0.7988072845,3.5,10.0,3.5,4.0,-0.1559766485,-4.933020980899999,4.0,-58.01757735020001,0.0,72.1226,65.5114,0.0,55.5055,45.7166,124.8428,37.3532,0.0,401.0521,4.1,146,3b3c,186,ligand_decoy_9
155,2.1426563182,-13.543284053299999,-0.8851317226000001,3.5,10.0,3.5,4.0,-0.1731696541,-2.3976907912,4.0,-49.371806026899996,0.0,68.0187,60.3292,0.0,47.282,16.439,69.6711,38.489,0.0,300.2290000000001,2.59,146,3b3c,211,ligand_decoy_62
156,1.9225212994,-14.112032199300003,-0.5969361667,3.5,10.0,3.5,4.0,-0.1351968768,-2.2506993952000003,4.0,-36.0282366308,0.0,75.2798,63.6655,0.0,40.4213,20.819000000000006,30.2223,26.1648,0.0,256.5727,2.04,146,3b3c,112,ligand_decoy_131
157,1.7385766772,-10.131748714299999,-0.267430454,3.5,10.0,3.5,4.0,-0.0506034751,-1.7470924961,4.0,-23.9384070219,0.0,45.9832,30.7252,4.2452,30.3528,8.8507,14.434,23.0352,0.0,157.6263,1.76,146,3b3c,265,ligand_decoy_216
158,1.6086315888,-4.5653444486,-0.0950676389,3.5,10.0,3.5,4.0,-0.0194741595,-0.0,4.0,-9.3494742944,0.0,21.7419,42.1437,0.0,28.5337,24.0323,83.7332,30.8274,0.0,231.0122,1.68,146,3b3c,350,ligand_decoy_245
159,1.505634923,-10.2284300312,-0.3202197293,3.5,10.0,3.5,4.0,-0.0637842904,-1.2041118538,4.0,-21.365874219400002,0.0,49.0407,31.2328,4.234,22.0917,21.7001,18.68,21.3968,0.0,168.3761,1.52,146,3b3c,472,ligand_decoy_371
160,1.4277602897,-15.45096685,-0.8280221912000001,3.5,10.0,3.5,4.0,-0.1864091486,-3.085499034,4.0,-50.53937540890001,0.0,83.3709,59.2971,0.0,45.6359,12.8048,39.4861,33.5975,0.0,274.1923,1.94,146,3b3c,230,ligand_decoy_120
161,1.3301181009,-9.9236355966,-0.4516024581000001,3.5,10.0,3.5,4.0,-0.0955370725,-1.0755750662,4.0,-24.508644152600002,0.0,52.7204,54.87,0.0,12.2652,29.0405,55.6615,27.4395,0.0,231.9971,1.32,146,3b3c,285,ligand_decoy_255
162,1.1881364416,-12.5040607515,-0.5470295071,3.5,10.0,3.5,4.0,-0.1168963013,-1.6726359262,4.0,-33.0034265594,0.0,61.8857,65.825,0.0,37.0179,12.5317,35.139,32.5964,0.0,244.9957,1.18,146,3b3c,401,ligand_decoy_472
163,1.0362820069,-4.7207636447,-0.2164895735,3.5,10.0,3.5,4.0,-0.0403052755,-1.0687902837,4.0,-9.3663665691,0.0,28.1023,29.9102,0.0,0.0,13.0758,62.8355,29.1112,0.0,163.035,1.09,146,3b3c,21,ligand_decoy_395
164,-0.5683667311999999,-17.3415960042,-1.1022667673,3.5,10.0,3.5,4.0,-0.2597654835,-3.4023080348000003,4.0,-61.5622777987,0.0,79.6137,63.7684,0.0,49.7799,13.672,59.2096,40.4302,0.0,306.4738,-0.03,146,3b3c,144,ligand_decoy_129
165,6.8330314722,-16.465970312,-0.0308725941,5.0,30.0,5.0,13.0,-0.0028679459,-0.0571021965,4.0,-27.127093429099997,0.0,7.9088,25.2333,34.462,76.324,284.3075,157.8407,147.9155,0.0,733.9918,6.94,71,2ovv,68,ligand_decoy_77
166,5.4573489725,-13.1405687037,-0.0158213793,5.0,30.0,5.0,13.0,-0.0080537202,-1.1362860335,4.0,-20.5594019644,0.0,0.0,17.9972,26.0793,81.0305,230.0879,139.785,211.1384,0.0,706.1183,5.77,71,2ovv,292,ligand_decoy_145
167,5.0335311156,-12.5116817126,-0.0516083564,5.0,30.0,5.0,13.0,-0.0123299669,-1.1839848882,4.0,-21.670191885500003,0.0,5.7908,13.8364,33.9103,83.3778,231.6821,154.3764,203.3947,0.0,726.3685,5.23,71,2ovv,41,ligand_decoy_64
168,4.7246731464,-0.4302505642,0.032933701,5.0,30.0,5.0,13.0,0.0047603501000000005,-0.0,4.0,-6.0432167751,0.0,0.0,0.0,12.0063,32.0909,278.9705,102.0999,71.2249,0.0,496.3925,4.8,71,2ovv,40,ligand_decoy_8
169,4.3887420613,-7.893408625599999,0.0214472476,5.0,30.0,5.0,13.0,-0.00035941010000000004,-0.1823162744,4.0,-25.9633895394,0.0,0.0,12.2629,11.7435,80.5914,221.103,132.5063,146.3328,0.0,604.5399,4.48,71,2ovv,101,ligand_decoy_47
170,4.1803208778,-14.6481473752,-0.0754321116,5.0,30.0,5.0,13.0,-0.0151612383,-0.8596942893999999,4.0,-49.6978056574,0.0,13.3327,27.129,0.4331,121.8092,217.342,99.9752,152.3631,0.0,632.3843,4.45,71,2ovv,220,ligand_decoy_42
171,4.0456154393,-1.2589255615,0.0310486317,5.0,30.0,5.0,13.0,0.0042395722,-0.0,4.0,-5.1738477526,0.0,0.0,7.4962,0.0,29.1565,272.1144,121.7801,70.9364,0.0,501.4836,4.16,71,2ovv,390,ligand_decoy_280
172,3.867179327,-8.685856551799999,-0.0453223471,5.0,30.0,5.0,13.0,-0.0104815721,-0.8566062965000001,4.0,-23.000353995799998,0.0,0.0,12.1663,22.7491,87.8423,183.0463,144.7171,167.1071,0.0,617.6282,4.0,71,2ovv,182,ligand_decoy_229
173,3.6280982615,-8.0259502686,-0.0150952242,5.0,30.0,5.0,13.0,-0.007254216099999999,-0.8352690723999999,4.0,-21.664140593000003,0.0,0.0,5.5819,22.0849,79.4679,179.1407,121.3294,149.7393,0.0,557.3441,3.72,71,2ovv,364,ligand_decoy_176
174,3.2706392449,-7.5685679093,-0.0357356328,5.0,30.0,5.0,13.0,-0.0108043077,-1.0712548101,4.0,-20.644479469500002,0.0,0.0,12.1795,22.7491,82.3688,185.0271,128.1049,158.8462,0.0,589.2756,3.36,71,2ovv,472,ligand_decoy_371
175,-0.4618713181,-21.7358612452,-0.026845734,5.0,30.0,5.0,13.0,-0.010342209,-1.5515734016999998,4.0,-86.27833825350002,0.0,18.0133,25.3665,18.0702,143.3613,291.3502,92.1822,208.5051,0.0,796.8488,-0.08,71,2ovv,55,ligand_decoy_14
176,6.674076854299999,0.4705998491,-0.2087439191,3.0,17.0,3.0,13.0,-0.0544029533,-2.3006353944,4.0,-18.8948637678,5.6713,7.8769,76.4974,0.8726,22.3101,273.3429,191.8635,13.0925,0.0,591.5272,6.67,104,2p7g,13,ligand_decoy_8
177,2.938580987,-5.786282562999999,-0.0987864332,3.0,17.0,3.0,13.0,-0.0106942842,-0.26710038350000004,4.0,-8.6287543553,48.0345,34.4795,56.8308,4.1097,41.8403,263.4547,289.8954,67.7362,0.0,806.3811,3.04,104,2p7g,55,ligand_decoy_45
178,1.6031524185,-6.248828691900001,-0.1359450366,3.0,17.0,3.0,13.0,-0.0229142276,-1.4090782994,4.0,-16.5686369073,50.6919,35.0504,62.1497,7.153,42.9569,279.4062,291.3368,66.5055,0.0,835.2504,1.64,104,2p7g,96,ligand_decoy_38
179,0.7929833739,-7.738172802,-0.205743945,3.0,17.0,3.0,13.0,-0.0424984106,-1.8244316817,4.0,-33.655161764,42.7995,31.729,74.4637,9.6748,46.2342,264.1802,291.1090000000001,80.26100000000002,0.0,840.4514,0.87,104,2p7g,124,ligand_decoy_22
180,0.2653180028,0.1867905634,-0.25353081850000003,3.0,17.0,3.0,13.0,-0.0758868754,-1.2776515612,4.0,-14.032837284000001,4.4327,7.5856,76.1727,0.8527,19.0018,263.6809,185.3187,10.9928,0.0,568.0379,0.39,104,2p7g,91,ligand_decoy_54
181,-0.9218649018,-8.016392893899999,-0.1891524012,3.0,17.0,3.0,13.0,-0.0359190053,-1.8178742811,4.0,-28.7303191966,32.0871,23.7313,66.6148,8.1015,19.9291,178.6439,126.8964,59.7007,0.0,515.7048,-0.93,104,2p7g,69,ligand_decoy_165
182,-1.8604827152,-7.3541394427,-0.2089933057,3.0,17.0,3.0,13.0,-0.0481756232,-2.4317980762,4.0,-31.036030341799997,41.6756,35.0789,76.8275,6.2834,44.8711,262.9819,238.0761,63.6001,0.0,769.3946,-1.72,104,2p7g,161,ligand_decoy_115
183,-3.8760692258,1.454217274,-0.0602268639,3.0,17.0,3.0,13.0,-0.0124546602,-0.6295324622999999,4.0,-18.9936208614,0.0,0.0,76.988,0.4196,13.2628,236.3613,157.8642,8.3813,0.0,493.2772,-3.73,104,2p7g,168,ligand_decoy_182
184,-4.9549376621,-1.3097124091,-0.2023405514,3.0,17.0,3.0,13.0,-0.0664835336,-2.3206083271,4.0,-22.4655811066,5.724,8.2359,76.0619,0.8726,22.775,272.7774,192.4467,13.7067,0.0,592.6002,-4.85,104,2p7g,166,ligand_decoy_92
185,-7.4479674835,-1.9139761409,-0.1547150457,3.0,17.0,3.0,13.0,-0.041955628,-2.8217140253,4.0,-29.3417564606,7.5691,11.5259,73.91199999999998,0.8726,23.6771,273.5801,191.6036,17.8935,0.0,600.6339,-7.12,104,2p7g,108,ligand_decoy_149
186,-11.593858340699999,-6.4298393540999985,-0.2049224362,3.0,17.0,3.0,13.0,-0.0700923044,-5.8361892226,4.0,-42.3187642292,41.9126,26.9338,73.6577,6.113,35.4557,260.6874,268.6505,51.997,0.0,765.4077,-11.22,104,2p7g,106,ligand_decoy_195
187,2.7234410351,-16.058883362,-0.5955865451,1.5,5.0,1.5,0.0,-0.1006788374,-5.4467427071,2.0,-49.82304174,45.6216,58.2501,5.6849,5.7954,3.9474,10.1164,2.3439,86.2309,0.0,217.9906,6.07,32,2rca,106,ligand_decoy_0
188,1.5301114843,-13.7263998318,-0.2262889999,1.5,5.0,1.5,0.0,-0.0428138113,-2.2243230948,2.0,-41.294914877800004,45.0676,49.2807,0.0,6.9768,7.1123,8.0115,35.5264,65.8845,0.0,217.8598,1.74,32,2rca,99,ligand_decoy_24
189,1.4126797353,-10.0591405392,-0.2290615921,1.5,5.0,1.5,0.0,-0.0395864553,-0.5870780611,2.0,-17.3870357097,45.5285,56.6173,0.0,4.123,3.5178,6.9267,57.0262,41.3765,0.0,215.116,1.41,32,2rca,6,ligand_decoy_4
190,1.2453266569,-9.8790614093,-0.2228709365,1.5,5.0,1.5,0.0,-0.0391536962,-0.8746501505,2.0,-12.962844076700001,33.4561,52.4836,0.0,4.123,5.0672,7.004,58.4856,41.0719,0.0,201.6914,1.25,32,2rca,2,ligand_decoy_107
191,1.1018633478,-12.6159033067,-0.4268838451,1.5,5.0,1.5,0.0,-0.07514605049999999,-0.5367826518,2.0,-19.2461614684,38.3725,60.7091,0.0,7.8951,3.867,11.0195,57.9118,38.3599,0.0,218.1349,1.12,32,2rca,69,ligand_decoy_52
192,1.0386071702,-7.4428770629,0.0089925874,1.5,5.0,1.5,0.0,-0.0026185593,-0.2398805696,2.0,-8.5960407013,45.1666,32.2906,0.0,5.502999999999999,3.1165,9.2785,60.0967,42.1452,0.0,197.5971,1.08,32,2rca,20,ligand_decoy_69
193,0.9327718981,-11.7486394005,-0.3742559376,1.5,5.0,1.5,0.0,-0.1046396834,-0.7062995256999999,2.0,-28.514504433899997,30.6363,68.1802,0.7851,4.9439,22.8028,9.5106,43.3836,74.3802,0.0,254.6227,0.95,32,2rca,40,ligand_decoy_61
194,0.8059881515999999,-11.8435383367,-0.4523872924,1.5,5.0,1.5,0.0,-0.1085198455,-0.6283588783,2.0,-32.5135872676,46.1971,56.9832,0.7851,2.965,19.4322,9.5106,33.8687,76.571,0.0,246.3129,0.87,32,2rca,28,ligand_decoy_72
195,0.6183394049000001,-13.132625007,-0.3863658575,1.5,5.0,1.5,0.0,-0.0981482969,-2.4511328726,2.0,-41.5383382041,33.7935,70.2889,0.7851,2.9717,22.4076,9.5106,31.4334,76.3581,0.0,247.5489,0.78,32,2rca,101,ligand_decoy_18
196,0.3635689883,-15.6334078177,-0.7290670553,1.5,5.0,1.5,0.0,-0.179264956,-0.9711700996,2.0,-48.945618997299995,46.0657,69.8572,5.6724,6.494,3.9474,10.1164,2.3439,73.9707,0.0,218.4677,0.89,32,2rca,29,ligand_decoy_26
